,power_residuals_under,power_residuals_over,power_undersupply,sourceout_residuals_under,sourceout_residuals_over,sourceout_undersupply,enrichmentout_residuals_under,enrichmentout_residuals_over,enrichmentout_undersupply,mixerout_residuals_under,mixerout_residuals_over,mixerout_undersupply,lwrtru_residuals_under,lwrtru_residuals_over,lwrtru_undersupply,frtru_residuals_under,frtru_residuals_over,frtru_undersupply
sw_seasonal,78654.44000000428,1119803.919999871,21,0,1426048706385.1335,0,0,143029941391.354,0,0,1019552319.923919,0,1379638634.6805637,23054.004926301215,1,423633795.874853,4918.697761005226,1
