,power_residuals_under,power_residuals_over,power_undersupply,sourceout_residuals_under,sourceout_residuals_over,sourceout_undersupply,enrichmentout_residuals_under,enrichmentout_residuals_over,enrichmentout_undersupply,mixerout_residuals_under,mixerout_residuals_over,mixerout_undersupply,lwrpu_residuals_under,lwrpu_residuals_over,lwrpu_undersupply,frpu_residuals_under,frpu_residuals_over,frpu_undersupply
sw_seasonal,78654.44000000428,1119803.919999871,21,0,1426045972350.835,0,0,143029941391.354,0,0,935909072.3565646,0,1379766198.039808,20883.35374542782,1,423948874.6020739,4563.417237616071,1
