,sourceout_residuals_under,sourceout_residuals_over,sourceout_undersupply,enrichmentout_residuals_under,enrichmentout_residuals_over,enrichmentout_undersupply,lwrstorageout_residuals_under,lwrstorageout_residuals_over,lwrstorageout_undersupply,frstorageout_residuals_under,frstorageout_residuals_over,frstorageout_undersupply,lwrout_residuals_under,lwrout_residuals_over,lwrout_undersupply,frout_residuals_under,frout_residuals_over,frout_undersupply,lwrreprocessingwaste_residuals_under,lwrreprocessingwaste_residuals_over,lwrreprocessingwaste_undersupply,frreprocessingwaste_residuals_under,frreprocessingwaste_residuals_over,frreprocessingwaste_undersupply,frpu_residuals_under,frpu_residuals_over,frpu_undersupply,lwrpu_residuals_under,lwrpu_residuals_over,lwrpu_undersupply
arch,0,1426045931618.7112,0,0,143029941391.354,0,138192402530.10007,1791798.0000000019,1,42968300599.0,52803.0,1,10039624223.800013,1791798.0000000019,1,3396778862.0,35202.0,1,13805063424273.518,96666.88787447405,1,4279528613955.8774,4452.430934273478,1,423903997.3169495,6845.31309138839,1,1379766198.039808,20883.35374542782,1
